file,start_datetime,stop_datetime,replicate,sex,species,strain,region_id,status
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,18,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,19,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,21,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,22,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,23,DEAD  
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,24,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,25,OK
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,26,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,27,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,28,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,1,OK
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,2,DEAD 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,3,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,4,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,5,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,6,DEAD 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,7,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,8,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,9,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.28,10,DEAD 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,11,OK  
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,12,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,13,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,14,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,15,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,16,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,17,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,18,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,19,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dsec.07,20,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,21,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,22,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,23,OK  
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,24,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,25,OK
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,26,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,27,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,28,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,29,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,30,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,31,OK 
Monitor4-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Dmel.CS,32,OK 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,1,DEAD
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,2,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,3,DEAD 
